tskey,ebcode,ebkey,sgkey,sgxlon,sgylat,sgelevation,sgname,affiliation,until,sgcomment
23,GLOBAL,1,249,350.43333,30.38333,20,Agadir,Morocco,,"World Radiation Data Center, Voeikov Main Geophysical Obs., St. Petersburg; Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geograph. Inst., ETH Zurich; Weather Bureau South Africa (1955), Quarterly Rad. Bulletin, Dep. of Transport."
24,GLOBAL,1,1263,0.60000,44.18333,61,Agen,France,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
25,GLOBAL,1,867,72.63333,23.06667,55,Ahmadabad,India - previously India,1975,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
26,DIRECT,2,867,72.63333,23.06667,55,Ahmadabad,India - previously India,1975,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
27,DIFFUS,3,867,72.63333,23.06667,55,Ahmadabad,India - previously India,1975,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
28,GLOBAL,1,1058,270.13333,13.95000,725,Ahuachapan,El Salvador,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
29,GLOBAL,1,4512,5.41667,43.51667,173,Aix-En-Provence,France,,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
30,GLOBAL,1,1274,8.80000,41.91667,4,Ajaccio,France,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
31,GLOBAL,1,881,140.10000,39.71667,9,Akita,Japan,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
32,GLOBAL,1,385,225.00000,68.23333,9,Aklavik,Canada,,
33,GLOBAL,1,2796,80.23333,41.16667,1103,Aksu,China,,"China Meteorological Administration (2005), radiation data."
34,GLOBAL,1,2721,130.20000,32.03333,40,Akune,Japan,,"Japan Meteorological Agency (1991), Global radiation data, Unpublished data."
35,GLOBAL,1,308,0.11667,6.10000,18,Akuse,Ghana,,"World Radiation Data Center, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg. Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geographisches Institut der ETH Zurich."
38,GLOBAL,1,4630,55.60000,24.26667,262,Al-Ain Int.Arpt,United Arab Emirates,,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
39,GLOBAL,1,2441,358.13333,39.00000,674,Albacete,Spain,,
40,DIFFUS,3,2441,358.13333,39.00000,674,Albacete,Spain,,
42,GLOBAL,1,1111,117.80000,-34.95000,71,Albany Airp.,Australia,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
43,DIFFUS,3,1111,117.80000,-34.95000,71,Albany Airp.,Australia,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
44,GLOBAL,1,4513,2.10000,43.90000,172,Albi,France,,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
45,GLOBAL,1,444,253.38333,35.05000,1631,Albuquerque,United States of America,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg;  Kiene, M. (1989), Globale Sonnenstrahlung in Kanada und USA, Geographisches Institut ETH, Federal Institute of Technology ETH, Zurich."
46,DIRECT,2,444,253.38333,35.05000,1631,Albuquerque,United States of America,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg;  Kiene, M. (1989), Globale Sonnenstrahlung in Kanada und USA, Geographisches Institut ETH, Federal Institute of Technology ETH, Zurich."
47,DIFFUS,3,444,253.38333,35.05000,1631,Albuquerque,United States of America,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg;  Kiene, M. (1989), Globale Sonnenstrahlung in Kanada und USA, Geographisches Institut ETH, Federal Institute of Technology ETH, Zurich."
48,GLOBAL,1,1284,353.78333,54.65000,81,Aldergrove -Airpt. (Belfast),United Kingdom of Great Britain and Northern Ireland - previously United Kingdom of Great Britain and Northern Ireland,2006,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg; Meteorological Office United Kingdom (1980), Solar radiation data for the United Kingdom 1951-75,Meteorological Office, Bracknell."
49,DIFFUS,3,1284,353.78333,54.65000,81,Aldergrove -Airpt. (Belfast),United Kingdom of Great Britain and Northern Ireland - previously United Kingdom of Great Britain and Northern Ireland,2006,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg; Meteorological Office United Kingdom (1980), Solar radiation data for the United Kingdom 1951-75,Meteorological Office, Bracknell."
51,GLOBAL,1,933,77.86667,60.43333,47,Aleksandrovskoe,Russian Federation - previously USSR,1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
52,DIFFUS,3,933,77.86667,60.43333,47,Aleksandrovskoe,Russian Federation - previously USSR,1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
53,GLOBAL,1,4514,0.10000,48.43333,143,Alencon,France,,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
54,GLOBAL,1,386,297.66667,82.50000,62,Alert,Canada,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg;  Kiene, M. (1989), Globale Sonnenstrahlung in Kanada und USA, Geographisches Institut ETH, Federal Institute of Technology ETH, Zurich."
56,GLOBAL,1,3850,297.58000,82.49000,127,Alert (BSRN),Canada,,
57,DIRECT,2,3850,297.58000,82.49000,127,Alert (BSRN),Canada,,
58,DIFFUS,3,3850,297.58000,82.49000,127,Alert (BSRN),Canada,,
60,GLOBAL,1,309,16.53333,-28.56667,21,Alexander Bay,South Africa,,"World Radiation Data Center, Voeikov Main Geophysical Obs., St. Petersburg; Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geograph. Inst., ETH Zurich; Weather Bureau South Africa (1955), Quarterly Rad. Bulletin, Dep. of Transport."
61,GLOBAL,1,1368,8.28333,40.63333,40,Alghero,Italy,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
36,GLOBAL,1,3814,49.56667,25.50000,616,Al Hufuf,Saudi Arabia - previously Neutral Zone,1993,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg"
62,GLOBAL,1,1308,23.10000,38.38333,110,Aliartos,Greece,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
63,GLOBAL,1,3787,359.45000,38.28333,31,Alicante Airport,Spain,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg"
64,GLOBAL,1,1082,133.90000,-23.80000,545,Alice Springs,Australia,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg; Bureau of Meteorology Australia (1963), Australian Radiation Records 1958-61, new records since approx. 1996, Director of Meteorology, Melbourne."
65,DIRECT,2,1082,133.90000,-23.80000,545,Alice Springs,Australia,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg; Bureau of Meteorology Australia (1963), Australian Radiation Records 1958-61, new records since approx. 1996, Director of Meteorology, Melbourne."
66,DIFFUS,3,1082,133.90000,-23.80000,545,Alice Springs,Australia,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg; Bureau of Meteorology Australia (1963), Australian Radiation Records 1958-61, new records since approx. 1996, Director of Meteorology, Melbourne."
68,GLOBAL,1,2895,133.90000,-23.80000,545,Alice Springs (BSRN),Australia,,"since 1995, data identical with Alice Springs"
69,DIRECT,2,2895,133.90000,-23.80000,545,Alice Springs (BSRN),Australia,,"since 1995, data identical with Alice Springs"
70,DIFFUS,3,2895,133.90000,-23.80000,545,Alice Springs (BSRN),Australia,,"since 1995, data identical with Alice Springs"
73,DIFFUS,3,2443,357.61667,36.85000,20,Almeria,Spain,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg. previous sgcomment none"
37,GLOBAL,1,3816,40.55000,21.48333,1478,Al Taif,Saudi Arabia - previously Neutral Zone,1993,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg"
74,GLOBAL,1,2769,88.08333,47.73333,735,Altay,China,,"China Meteorological Administration (2005), radiation data."
75,DIFFUS,3,2769,88.08333,47.73333,735,Altay,China,,"China Meteorological Administration (2005), radiation data."
78,GLOBAL,1,3750,8.63167,46.87000,449,Altdorf,Switzerland,,
79,GLOBAL,1,1006,288.21667,-43.61667,266,Alto  Palena,Chile,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
80,GLOBAL,1,4515,5.31667,45.96667,250,Amberieu,France,,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
81,GLOBAL,1,1361,15.71667,41.53333,56,Amendola,Italy,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
82,GLOBAL,1,1610,266.36667,42.03333,283,Ames,United States of America,,"Weather Bureau United States (1951), Climatological Data, National Summary, Annual Reports, US Weather Bureau."
83,GLOBAL,1,1609,287.48333,42.38333,100,Amherst,United States of America,,"Weather Bureau United States (1951), Climatological Data, National Summary, Annual Reports, US Weather Bureau."
84,GLOBAL,1,2382,0.00000,-90.00000,2835,Amundsen-Scott (BSRN),Antarctica - previously Antarctica - previously Antarctica,1983 - 1979,"Ohmura, A. and others (1998), Baseline Surface Radiation Network (BSRN/WRMC), a new precision radiometry for climate research, Bull.Amer.Meteor.Soc., 79, 2115-2136."
92,GLOBAL,1,1354,13.51667,43.61667,105,Ancona,Italy,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
93,GLOBAL,1,1312,21.28333,37.91667,12,Andravida,Greece,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
94,GLOBAL,1,1434,332.76667,38.65000,90,Angra do Heroismo,Azores,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
96,GLOBAL,1,1429,32.88333,39.95000,894,Ankara,Turkey,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
97,GLOBAL,1,4596,126.31667,36.53333,47,Anmyeon-Do,Korea (The Republic of),,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
98,DIFFUS,3,4596,126.31667,36.53333,47,Anmyeon-Do,Korea (The Republic of),,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
99,GLOBAL,1,445,228.43333,55.03333,34,Annette,United States of America,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg;  Kiene, M. (1989), Globale Sonnenstrahlung in Kanada und USA, Geographisches Institut ETH, Federal Institute of Technology ETH, Zurich."
100,GLOBAL,1,1432,30.73333,36.86667,50,Antalya,Turkey,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
101,GLOBAL,1,221,47.53333,-18.90000,1300,Antananarivo,Madagascar,,"World Radiation Data Center, Voeikov Main Geophysical Obs., St. Petersburg; Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geograph. Inst., ETH Zurich; Weather Bureau South Africa (1955), Quarterly Rad. Bulletin, Dep. of Transport."
104,GLOBAL,1,2802,114.36667,36.11667,0,Anyang,China,,"China Meteorological Administration (2005), radiation data."
105,GLOBAL,1,2654,140.76667,40.81667,3,Aomori,Japan,,"Japan Meteorological Agency (1991), Global radiation data, Unpublished data."
106,GLOBAL,1,446,275.01667,29.73333,14,Apalachicola,United States of America,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg;  Kiene, M. (1989), Globale Sonnenstrahlung in Kanada und USA, Geographisches Institut ETH, Federal Institute of Technology ETH, Zurich."
108,GLOBAL,1,946,61.66667,46.78333,62,Aralskoe More,Kazakhstan - previously USSR,1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
110,GLOBAL,1,4611,353.26667,37.10000,45,Arenosillo,Spain,,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
111,DIFFUS,3,4611,353.26667,37.10000,45,Arenosillo,Spain,,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
112,GLOBAL,1,1024,287.51667,-16.46667,2451,Arequipa Characato,Peru,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
113,GLOBAL,1,1460,295.73333,-65.25000,10,"Argentine, Isls",Antarctica - previously Antarctica - previously British Antarctic Territory,1983 - 1979,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
115,GLOBAL,1,1630,272.01667,41.70000,229,Argonne Nat. Lab. Lemont,United States of America,,"Weather Bureau United States (1951), Climatological Data, National Summary, Annual Reports, US Weather Bureau."
116,GLOBAL,1,1313,22.78333,37.60000,13,Argos / Pyrgela,Greece,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
117,GLOBAL,1,962,289.66667,-18.33333,58,Arica,Chile,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
118,GLOBAL,1,1415,40.50000,64.58333,13,Arkhangelsk,Russian Federation - previously USSR,1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
119,DIFFUS,3,1415,40.50000,64.58333,13,Arkhangelsk,Russian Federation - previously USSR,1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
121,GLOBAL,1,2220,13.43333,54.68333,42,Arkona,Germany - previously German Democratic Republic - previously Germany,1990 - 1949,"Meteorologisches Observatorium Hamburg (1978), Ergebnisse von Strahlungsmessungen in der Bundesrepublik Deutschland,  Nr. 1 bis Nr. 18, sowie Band A bis E, Deutscher Wetterdienst, Hamburg."
122,DIFFUS,3,2220,13.43333,54.68333,42,Arkona,Germany - previously German Democratic Republic - previously Germany,1990 - 1949,"Meteorologisches Observatorium Hamburg (1978), Ergebnisse von Strahlungsmessungen in der Bundesrepublik Deutschland,  Nr. 1 bis Nr. 18, sowie Band A bis E, Deutscher Wetterdienst, Hamburg."
123,GLOBAL,1,994,288.90000,-35.70000,450,Armerillo,Chile,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
124,GLOBAL,1,54,36.15000,15.83333,430,Aroma,Sudan - previously Sudan,2011,"World Radiation Data Center, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg. Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geographisches Institut der ETH Zurich."
125,GLOBAL,1,2540,346.40000,28.95000,20,Arrecife / Lanzarote,Spain,,
107,GLOBAL,1,3815,46.71667,24.71667,636,Ar Riyadh,Saudi Arabia - previously Neutral Zone,1993,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg"
126,GLOBAL,1,1307,21.00000,39.16667,11,Arta,Greece,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
127,GLOBAL,1,55,30.91667,3.01667,1204,Arua,Uganda,,"World Radiation Data Center, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg. Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geographisches Institut der ETH Zurich."
128,GLOBAL,1,56,36.61667,-3.33333,1387,Arusha,Tanzania,,"World Radiation Data Center, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg. Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geographisches Institut der ETH Zurich."
129,GLOBAL,1,2646,142.36667,43.75000,120,Asahikawa,Japan,,"Japan Meteorological Agency (1991), Global radiation data, Unpublished data."
130,GLOBAL,1,2719,131.06667,32.88333,1142,Asosan,Japan,,"Japan Meteorological Agency (1991), Global radiation data, Unpublished data."
131,GLOBAL,1,1121,145.10000,-38.03333,6,Aspendale,Australia,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
133,GLOBAL,1,447,236.11667,46.15000,7,Astoria,United States of America,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg;  Kiene, M. (1989), Globale Sonnenstrahlung in Kanada und USA, Geographisches Institut ETH, Federal Institute of Technology ETH, Zurich."
134,GLOBAL,1,561,24.13333,-71.53333,965,Asuka Camp,Antarctica - previously Dronning Maud Land,1983,"Yamanouchi, T. (1988), Meteorological data at Asuka Camp, Antarctica in 1987, (Meteorology 21, 29, 30); Aoki, T. (1989), Meteorological data at Asuka Camp, Antarctica in 1988,(Meteorology 23); both Nat. Institute of Polar Research, Tokyo."
135,GLOBAL,1,57,32.78333,23.96667,192,Aswan,Egypt,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg. Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geograph. Inst., ETH Zurich. Ibrahim, S. M. A. (1985), Sol. Energy, 35, 185-188."
136,DIFFUS,3,57,32.78333,23.96667,192,Aswan,Egypt,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg. Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geograph. Inst., ETH Zurich. Ibrahim, S. M. A. (1985), Sol. Energy, 35, 185-188."
137,GLOBAL,1,58,31.16667,27.20000,52,Asyut,Egypt,,"World Radiation Data Center, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg. Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geographisches Institut der ETH Zurich."
138,DIRECT,2,58,31.16667,27.20000,52,Asyut,Egypt,,"World Radiation Data Center, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg. Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geographisches Institut der ETH Zurich."
139,DIFFUS,3,58,31.16667,27.20000,52,Asyut,Egypt,,"World Radiation Data Center, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg. Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geographisches Institut der ETH Zurich."
140,GLOBAL,1,1311,23.71667,37.96667,107,Athens,Greece,,
141,GLOBAL,1,448,275.56667,33.65000,315,Atlanta,United States of America,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg;  Kiene, M. (1989), Globale Sonnenstrahlung in Kanada und USA, Geographisches Institut ETH, Federal Institute of Technology ETH, Zurich."
151,GLOBAL,1,4516,4.36667,44.53333,280,Aubenas,France,,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
152,GLOBAL,1,4517,0.60000,43.68333,121,Auch,France,,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
153,GLOBAL,1,1144,174.80000,-37.01667,6,Auckland Airport,New Zealand,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
154,GLOBAL,1,1287,357.08333,53.55000,55,Aughton,United Kingdom of Great Britain and Northern Ireland - previously United Kingdom of Great Britain and Northern Ireland,2006,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
155,DIFFUS,3,1287,357.08333,53.55000,55,Aughton,United Kingdom of Great Britain and Northern Ireland - previously United Kingdom of Great Britain and Northern Ireland,2006,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
156,GLOBAL,1,4518,2.41667,44.88333,639,Aurillac,France,,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
157,GLOBAL,1,1249,3.55000,47.80000,207,Auxerre,France,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
158,GLOBAL,1,255,352.58333,33.30000,240,Averroes,Morocco,,"World Radiation Data Center, Voeikov Main Geophysical Obs., St. Petersburg; Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geograph. Inst., ETH Zurich; Weather Bureau South Africa (1955), Quarterly Rad. Bulletin, Dep. of Transport."
159,GLOBAL,1,1278,356.16667,57.20000,220,Aviemore,United Kingdom of Great Britain and Northern Ireland - previously United Kingdom of Great Britain and Northern Ireland,2006,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
160,DIFFUS,3,1278,356.16667,57.20000,220,Aviemore,United Kingdom of Great Britain and Northern Ireland - previously United Kingdom of Great Britain and Northern Ireland,2006,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
172,GLOBAL,1,2535,357.76667,4.86667,38,Axim,Ghana,,
173,GLOBAL,1,4503,289.81667,-18.53333,578,Azapa,Chile,,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
174,GLOBAL,1,59,27.81667,11.33333,453,Babanusa,Sudan - previously Sudan,2011,"World Radiation Data Center, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg. Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geographisches Institut der ETH Zurich."
182,GLOBAL,1,2444,352.98333,38.88333,185,Badajoz,Spain,,
183,DIFFUS,3,2444,352.98333,38.88333,185,Badajoz,Spain,,
175,GLOBAL,1,387,251.60000,51.31667,637,Bad Lake,Canada,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg;  Kiene, M. (1989), Globale Sonnenstrahlung in Kanada und USA, Geograph. Inst. ETH Zurich; Atmospheric Environment Service Canada (1960), Month. Rad. Summary."
176,DIFFUS,3,387,251.60000,51.31667,637,Bad Lake,Canada,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg;  Kiene, M. (1989), Globale Sonnenstrahlung in Kanada und USA, Geograph. Inst. ETH Zurich; Atmospheric Environment Service Canada (1960), Month. Rad. Summary."
177,ALBEDO,4,387,251.60000,51.31667,637,Bad Lake,Canada,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg;  Kiene, M. (1989), Globale Sonnenstrahlung in Kanada und USA, Geograph. Inst. ETH Zurich; Atmospheric Environment Service Canada (1960), Month. Rad. Summary."
178,REFLEC,5,387,251.60000,51.31667,637,Bad Lake,Canada,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg;  Kiene, M. (1989), Globale Sonnenstrahlung in Kanada und USA, Geograph. Inst. ETH Zurich; Atmospheric Environment Service Canada (1960), Month. Rad. Summary."
180,GLOBAL,1,1208,8.83333,51.78333,162,Bad Lippspringe,Germany - previously Germany - previously Germany,1990 - 1949,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg; Meteorologisches Observatorium Hamburg (1978), Ergebnisse von Strahlungsmessungen in der Bundesrepublik Deutschland,  Nr. 1 bis Nr. 18, sowie Band A bis E."
181,GLOBAL,1,1592,8.75000,50.36667,145,Bad Nauheim,Germany - previously Germany - previously Germany,1990 - 1949,"Meteorologisches Observatorium Hamburg (1978), Ergebnisse von Strahlungsmessungen in der Bundesrepublik Deutschland,  Nr. 1 bis Nr. 18, sowie Band A bis E, Deutscher Wetterdienst, Hamburg."
185,GLOBAL,1,60,345.33333,12.16667,43,Bafata,Guinea-Bissau,,"World Radiation Data Center, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg. Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geographisches Institut der ETH Zurich."
186,GLOBAL,1,61,31.25000,30.15000,17,Bahtim,Egypt,,"World Radiation Data Center, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg. Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geographisches Institut der ETH Zurich."
187,DIRECT,2,61,31.25000,30.15000,17,Bahtim,Egypt,,"World Radiation Data Center, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg. Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geographisches Institut der ETH Zurich."
188,DIFFUS,3,61,31.25000,30.15000,17,Bahtim,Egypt,,"World Radiation Data Center, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg. Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geographisches Institut der ETH Zurich."
194,GLOBAL,1,388,264.00000,64.30000,49,Baker Lake,Canada,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg;  Kiene, M. (1989), Globale Sonnenstrahlung in Kanada und USA, Geograph. Inst. ETH Zurich; Atmospheric Environment Service Canada (1960), Month. Rad. Summary."
196,GLOBAL,1,62,352.05000,12.53333,381,Bamako,Mali,,"World Radiation Data Center, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg. Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geographisches Institut der ETH Zurich."
197,GLOBAL,1,240,25.71667,3.45000,621,Bambesa,Congo (The Democratic Republic of the) - previously Zaire,1997,"World Radiation Data Center, Voeikov Main Geophysical Obs., St. Petersburg; Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geograph. Inst., ETH Zurich; Weather Bureau South Africa (1955), Quarterly Rad. Bulletin, Dep. of Transport."
198,GLOBAL,1,63,343.53333,14.70000,20,Bambey,Senegal,,"World Radiation Data Center, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg. Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geographisches Institut der ETH Zurich."
199,GLOBAL,1,951,100.56667,13.73333,16,Bangkok,Thailand,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
200,DIRECT,2,951,100.56667,13.73333,16,Bangkok,Thailand,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
201,DIFFUS,3,951,100.56667,13.73333,16,Bangkok,Thailand,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
202,GLOBAL,1,64,18.51667,4.40000,367,Bangui,Central African Republic,,"World Radiation Data Center, Voeikov Main Geophysical Obs., St. Petersburg; Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geograph. Inst., ETH Zurich; Weather Bureau South Africa (1955), Quarterly Rad. Bulletin, Dep. of Transport."
203,GLOBAL,1,1445,17.21667,44.78333,153,Banja Luka,Bosnia and Herzegovina - previously Yugoslavia,1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
204,GLOBAL,1,65,343.20000,13.35000,26,Banjul/Yundum,Gambia,,"World Radiation Data Center, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg. Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geographisches Institut der ETH Zurich."
205,GLOBAL,1,4609,19.11667,48.73333,427,Banska Bystrica,Slovakia - previously Czechoslovakia,1993,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
206,DIFFUS,3,4609,19.11667,48.73333,427,Banska Bystrica,Slovakia - previously Czechoslovakia,1993,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
